コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率,企業名,業界
2218,2022/03,14306452000,4878784000,1941690000,904679000,650000000,1652500000,2330.77,34.1,日糧製パン,食料品
2220,2022/03,103421000000,66046000000,58623000000,58408000000,11721000000,6001000000,3007.73,61.3,亀田製菓,食料品
2221,2022/03,96277446000,69689471000,20251733000,17822310000,-,1506800000,12435.14,72.4,岩塚製菓,食料品
2222,2022/03,27470433000,20356701000,20336495000,17799692000,-,485980000,654.15,74.1,寿スピリッツ,食料品
2224,2022/03,4716325000,1964142000,3904116000,3853946000,983328000,526688000,565.29,41.6,コモ,食料品
2226,2022/03,27093000000,14227000000,14099000000,9678000000,500000000,1170000000,2630.25,51.8,湖池屋,食料品
2229,2022/03,236598000000,183458000000,172604000000,170284000000,1447000000,-,1358.25,74.1,カルビー,食料品
2264,2022/03,458788000000,208026000000,200210000000,183884000000,3084000000,26051000000,4554.82,44.9,森永乳業,食料品
2266,2022/12,51421000000,29233213000,28832828000,25783568000,3000000000,6000000000,1500.41,56.8,六甲バター,食料品
2267,2022/03,672855000000,484935000000,454169000000,446331000000,4822000000,60298000000,2812.62,66.3,ヤクルト本社,食料品
2268,2022/12,19960721000,11398347000,11349403000,10390557000,-,744082000,1182.91,57.1,B-Rサーティワンアイスクリーム,食料品
2269,2022/03,1117459000000,713021000000,632873000000,560238000000,18227000000,33039000000,2390.76,60.3,明治HD,食料品
2270,2022/03,401890000000,209528000000,178911000000,147231000000,17969000000,39378000000,3061.74,51.5,雪印メグミルク,食料品
2281,2022/03,221721000000,122567000000,102769000000,85084000000,278000000,14923000000,2226.06,50.5,プリマハム,食料品
2282,2022/03,909213000000,489554000000,479069000000,360900000000,-,-,4681.82,52.7,日本ハム,食料品
2286,2022/03,26492452000,9768186000,8858339000,5515080000,6459174000,1839478000,1110.97,36.9,林兼産業,食料品
2288,2022/03,128903000000,75489000000,69868000000,44132000000,8100000000,4551000000,2969.84,58.1,丸大食品,食料品
2291,2022/03,14452000000,3451000000,2857000000,-1256000000,4079000000,1779000000,1033.87,23.9,福留ハム,食料品
2292,2022/02,181518000000,106157000000,95258000000,72631000000,5533000000,28779000000,3139.53,54.7,エスフーズ,食料品
2293,2022/03,13484102000,3836323000,3423657000,1663532000,2829109000,1205782000,1868.07,28.5,滝沢ハム,食料品
2294,2022/02,20002000000,15834000000,15759000000,16958000000,-,-,1512.63,79.2,柿安本店,食料品
2296,2022/03,413123000000,262740000000,252273000000,129805000000,24407000000,10572000000,897.66,63.4,伊藤ハム米久HD,食料品
2300,2022/02,3814504000,2207984000,2205634000,1421500000,100000000,506622000,419.67,57.9,きょくとう,サービス業
2301,2022/10,13810919000,12232470000,12304538000,9289731000,-,-,876.29,88.3,学情,サービス業
2303,2022/05,2368010000,2138745000,2138739000,1390716000,-,-,667.52,90.3,ドーン,情報・通信業
2304,2022/09,5096479000,2168915000,2096094000,1532804000,450000000,-,434.25,42.6,CSSHD,サービス業
2305,2022/02,43170491000,29568292000,27880770000,24215835000,-,-,1666.38,65.6,スタジオアリス,サービス業
2307,2022/03,7365596000,4219815000,3721395000,3783485000,400000000,-,281.21,57.3,クロスキャット,情報・通信業
2309,2022/09,107590000000,41269000000,31279000000,24444000000,-,13534000000,1801.24,29.4,シミックHD,サービス業
2311,2022/12,5077822000,4391458000,3650613000,3640242000,-,-,492.11,86.5,エプコ,サービス業
2315,2022/10,59032797000,5152790000,4847609000,-7243833000,-,180000000,42.81,8.3,CAICA DIGITAL,情報・通信業
2317,2022/03,43477000000,30173000000,29806000000,27309000000,1550000000,-,76.83,68.5,システナ,情報・通信業
2321,2022/03,819696000,555584000,483122000,91322000,-,20383000,15.75,58.9,ソフトフロントHD,情報・通信業
2323,2022/03,950089000,553203000,553203000,20615000,59158000,156712000,165.84,58.2,fonfun,情報・通信業
2325,2022/12,28178821000,23082454000,22477761000,22473675000,-,-,2413.81,81.7,NJS,サービス業
2326,2022/03,19341000000,12159000000,12118000000,10758000000,-,-,863.93,62.7,デジタルアーツ,情報・通信業
2327,2022/03,325764000000,204569000000,197831000000,134844000000,-,-,2584.34,60.7,日鉄ソリューションズ,情報・通信業
2329,2022/03,96249000000,74365000000,70554000000,66207000000,929000000,669000000,1639.92,76.6,東北新社,情報・通信業
2330,2022/12,4249015000,1055690000,1054219000,871814000,204000000,418792000,32.44,24.8,フォーサイド,情報・通信業
2331,2022/03,488278000000,327509000000,293450000000,241718000000,11278000000,2145000000,2964.84,61.5,綜合警備保障,サービス業
2332,2022/03,8257246000,5722946000,5252249000,4466604000,100000000,-,1086.34,68.3,クエスト,情報・通信業
2334,2022/03,751696000,438483000,437064000,-1045929000,-,-,182.4,58.1,イオレ,サービス業
2335,2022/03,10064530000,7214319000,6721467000,6006514000,240000000,-,531.14,71.2,キューブシステム,情報・通信業
2337,2022/02,337887000000,112191000000,101043000000,76310000000,2382000000,150389000000,215.46,29.8,いちご,サービス業
2338,2022/02,1083812000,1011132000,777638000,-4063448000,-,-,75.44,81.1,クオンタムソリューションズ,情報・通信業
2340,2022/03,17274246000,-12695000,-142856000,-7665630000,1631500000,7249788000,-16.33,-2.0,極楽湯HD,サービス業
2341,2022/02,5003363000,4364556000,4360096000,4439849000,-,-,165.37,87.2,アルバイトタイムス,サービス業
2342,2022/03,10440710000,6636782000,6516656000,2657874000,390000000,880560000,388.43,62.6,トランスジェニック,サービス業
2344,2022/03,33348368000,19607122000,19605482000,16052474000,-,-,1603.5,58.8,平安レイサービス,サービス業
2345,2022/10,6444226000,5848183000,5624484000,731971000,30000000,221407000,395.48,90.3,クシム,情報・通信業
2349,2022/03,21904375000,16101177000,15359725000,15805353000,-,-,1449.81,73.5,エヌアイデイ,情報・通信業
2351,2022/03,3963584000,2486099000,2486099000,-277536000,181008000,76467000,312.67,62.7,ASJ,情報・通信業
2352,2022/03,3685868000,2093123000,2081016000,1313860000,165783000,566447000,548.23,56.5,WOW WORLD,情報・通信業
2353,2022/07,27598604000,11733330000,9419288000,11796507000,378000000,6620238000,29.46,34.2,日本駐車場開発,不動産業
2354,2023/02,11645000000,5044000000,5150512000,4085298000,-,-,262.05,40.8,YE DIGITAL,情報・通信業
2359,2022/03,19962752000,13616859000,13293286000,13257942000,1559648000,403981000,952.98,68.0,コア,情報・通信業
2370,2022/09,6078061000,5511924000,5158978000,-2093633000,-,-,26.03,90.7,メディネット,サービス業
2371,2022/03,70477000000,48164000000,47956000000,48621000000,486000000,40000000,234.38,68.0,カカクコム,サービス業
2372,2022/03,26588000000,10162000000,10021000000,5099000000,3650000000,7200000000,838.66,38.1,アイロムグループ,サービス業
2373,2022/10,36378442000,6475589000,3982586000,3378627000,950000000,2467816000,479.98,17.8,ケア21,サービス業
2374,2022/03,27491492000,13655144000,13660811000,10175710000,-,1510362000,543.39,49.4,セントケア・ホールディング,サービス業
2375,2022/10,10682349000,3922191000,3810967000,2597336000,1146111000,1093239000,195.41,35.8,ギグワークス,サービス業
2376,2022/03,14517385000,7268631000,7254081000,5973184000,50000000,3360869000,1296.12,50.1,サイネックス,サービス業
2378,2022/03,38189042000,10321936000,10445945000,5936804000,1850000000,4874805000,546.3,27.0,ルネサンス,サービス業
2379,2022/02,42454370000,32989134000,32405083000,28742311000,-,-,581.26,76.4,ディップ,サービス業
2384,2022/12,296898000000,92172000000,69358000000,62787000000,28395000000,56079000000,1772.02,23.7,SBSHD,陸運業
2385,2022/06,8489524000,6847367000,6647798000,2911255000,-,-,254.14,78.3,総医研HD,サービス業
2388,2022/09,3508046000,2902643000,4355774000,-5729629000,18058000,-,81.18,82.7,ウェッジHD,その他金融業
2389,2022/12,55963000000,36245000000,27031000000,23674000000,-,4000000000,1707.36,53.3,デジタルHD,サービス業
2391,2022/07,6273752000,5161268000,4573139000,4011593000,-,-,778.37,82.3,プラネット,サービス業
2393,2022/03,21319877000,15513187000,15480368000,11356073000,-,52000000,997.5,72.7,日本ケアサプライ,サービス業
2395,2022/03,39312655000,19723105000,22181923000,10196329000,2942742000,5809744000,469.86,49.8,新日本科学,サービス業
2397,2022/03,890034000,780524000,772874000,-539490000,-,-,133.49,86.8,DNAチップ研究所,サービス業
2404,2022/08,4501420000,220853000,209835000,-261918000,-,2416794000,15.48,4.5,鉄人化計画,サービス業
2408,2022/12,7157786000,5663323000,5647737000,3730797000,-,-,781.64,79.0,KG情報,サービス業
2410,2022/09,6717734000,2960555000,2960555000,3749565000,-,808341000,536.73,44.1,キャリアデザインセンター,サービス業
2411,2022/03,6254000000,4476000000,4475000000,3111000000,200000000,450000000,326.72,71.6,ゲンダイエージェンシー,情報・通信業
2412,2022/03,58047000000,24912000000,22932000000,21260000000,110000000,8500000000,156.53,42.9,ベネフィット・ワン,サービス業
2413,2022/03,345981000000,263954000000,257840000000,192912000000,-,-,379.81,74.5,エムスリー,サービス業
2415,2022/03,46320923000,13625592000,13653142000,11620385000,-,7631917000,1252.58,29.4,ヒューマンHD,サービス業
2418,2022/12,87472000000,23086000000,22353000000,22140000000,-,33722000000,479.37,26.1,ツカダ・グローバルホールディング,サービス業
2424,2022/07,11764901000,2983823000,2983823000,2103682000,-,3636987000,549.04,25.4,ブラス,サービス業
2425,2022/03,3239733000,2018108000,2028158000,1833190000,-,12530000,532.03,62.3,ケアサービス,サービス業
2427,2022/12,399403000000,83823000000,79559000000,29877000000,43343000000,87255000000,631.78,19.9,アウトソーシング,サービス業
2428,2022/06,23642636000,7410803000,7353940000,3906621000,-,1800000000,390.16,31.1,ウェルネット,サービス業
2429,2022/12,123591000000,37195000000,35561000000,32862000000,30798000000,25149000000,2019.86,28.6,ワールドHD,サービス業
2432,2022/03,340570000000,244907000000,240626000000,177997000000,20022000000,124000000,2029.98,70.7,ディー・エヌ・エー,サービス業
2433,2022/03,1053016000000,387414000000,319176000000,319758000000,10750000000,113988000000,957.71,34.0,博報堂DYHD,サービス業
2435,2022/03,20465000000,1161000000,1162000000,482000000,4538000000,5052000000,103.11,5.7,シダー,サービス業
2436,2022/12,5008284000,2777538000,2484506000,1456410000,50000000,666618000,291.29,50.4,共同ピーアール,サービス業
2437,2022/05,4158261000,3023546000,2989273000,79538000,100000000,273429000,311.23,72.2,Shinwa WiseHD,サービス業
2438,2022/04,6896235000,6020785000,6007889000,5196424000,-,-,358.24,87.3,アスカネット,サービス業
2440,2022/03,12107815000,8851859000,8778790000,2929632000,-,-,159.43,72.4,ぐるなび,サービス業
2445,2022/03,59081000000,19337000000,18665000000,15705000000,2612000000,11942000000,403.04,31.8,タカミヤ,サービス業
2449,2022/08,6406000000,4917873000,4595304000,3845560000,-,14000000,1080.7,73.2,プラップジャパン,サービス業
2453,2022/09,27884824000,10802905000,10107786000,2833709000,400000000,1270363000,295.16,35.4,ジャパンベストレスキューシステム,サービス業
2454,2022/03,7934763000,4987524000,4604259000,1671108000,-,-,339.4,58.1,オールアバウト,サービス業
2459,2022/05,1034485000,642097000,603580000,-209431000,-,158440000,85.58,62.1,アウンコンサルティング,サービス業
2461,2022/12,23855153000,17953779000,17848369000,21150503000,-,-,269.58,74.9,ファンコミュニケーションズ,サービス業
2462,2022/05,39380698000,14022007000,13765661000,12792238000,1400000000,9190612000,730.69,35.6,ライク,サービス業
2464,2022/03,8854840000,4429710000,4407325000,1108846000,675000000,1085108000,313.04,49.8,ビジネス・ブレークスルー,サービス業
2467,2022/03,1020479000,364541000,360614000,-2017177000,66640000,42448000,30.34,35.3,バルクHD,サービス業
2468,2022/03,3868438000,2715055000,2530401000,946222000,100000000,85800000,269.51,65.2,フュートレック,サービス業
2469,2022/03,30908003000,8904462000,8326912000,4862580000,1657150000,6325220000,870.63,27.9,ヒビノ,サービス業
2471,2022/11,17030000000,7429000000,7437000000,6819000000,3450000000,959000000,94.13,43.7,エスプール,サービス業
2475,2022/03,33828472000,25796427000,25156642000,24505499000,-,-,1272.25,74.2,WDBHD,サービス業
2477,2022/06,5378320000,5089200000,5089200000,3365281000,-,-,785.5,94.6,手間いらず,サービス業
2479,2022/03,1981793000,932683000,947709000,534273000,-,259605000,117.52,47.1,ジェイテック,サービス業
2480,2022/03,3600716000,3051222000,2831623000,2467608000,-,-,863.3,84.6,システム・ロケーション,サービス業
2481,2022/06,4538881000,3931720000,3898036000,2929443000,-,-,712.19,86.6,タウンニュース社,サービス業
2483,2022/03,7172683000,5090982000,5068951000,4094968000,-,-,1528.33,70.9,翻訳センター,サービス業
2484,2022/08,69190000000,54225000000,54181000000,-58184000000,-,-,411.77,78.4,出前館,情報・通信業
2485,2022/09,14166000000,7501000000,7500000000,4121000000,200000000,1255000000,334.75,52.9,ティア,サービス業
2487,2022/12,7551080000,5841577000,5812810000,5910311000,-,-,1033.48,77.4,CDG,サービス業
2488,2022/03,4569159000,2765554000,2782590000,1369492000,-,-,495.13,60.5,JTP,サービス業
2489,2022/12,27782176000,16322231000,14533694000,7679628000,-,-,402.87,57.4,アドウェイズ,サービス業
2491,2022/12,28197000000,20820000000,20528000000,18110000000,-,-,643.75,73.8,バリューコマース,サービス業
2492,2022/12,13703470000,11422034000,11384718000,5102701000,770000000,-,49.59,82.7,インフォマート,サービス業
2493,2022/11,5490115000,3371394000,3368375000,28641000,50000000,789138000,761.99,61.4,イーサポートリンク,サービス業
2497,2022/03,38701056000,30288524000,17298901000,14979955000,100000000,75766000,1490.61,77.7,ユナイテッド,サービス業
2498,2022/09,55191573000,18758829000,18101157000,16280850000,8186572000,410529000,3194.59,33.9,オリエンタルコンサルタンツHD,サービス業
2499,2022/12,8803548000,3397763000,3386302000,2638521000,2384778000,2129314000,374.8,38.6,日本和装HD,サービス業
2501,2022/12,639118000000,167201000000,166310000000,43392000000,86524000000,155369000000,2134.98,26.0,サッポロHD,食料品
2502,2022/12,4830344000000,2062945000000,2060734000000,1165542000000,367267000000,1130042000000,4067.12,42.7,アサヒグループHD,食料品
2503,2022/12,2542263000000,1253203000000,980022000000,1063823000000,114459000000,408662000000,1210.16,38.5,キリンHD,食料品
2531,2022/03,362438000000,224555000000,163976000000,149933000000,5497000000,15248000000,912.57,49.8,宝HD,食料品
2533,2022/12,55511000000,19604000000,17494000000,6873000000,6950000000,2400000000,305.2,32.0,オエノンHD,食料品
2540,2022/03,48614142000,42179613000,35999037000,38496820000,-,-,3058.44,86.8,養命酒製造,食料品
2551,2022/09,27197698000,6634328000,6525113000,5063100000,1482000000,6074591000,2907.83,24.4,マルサンアイ,食料品
2573,2022/12,48014000000,39834000000,39715000000,31857000000,-,-,5854.67,83.0,北海道コカ・コーラボトリング,食料品
2579,2022/12,826737000000,476358000000,476216000000,94209000000,1000000000,155701000000,2655.38,57.6,コカ・コーラボトラーズジャパンHD,食料品
2585,2022/03,17133000000,6243000000,6243000000,3969000000,3500000000,2535000000,497.43,36.4,ライフドリンクカンパニー,食料品
2586,2022/03,1514313000,1307586000,1458054000,-609218000,-,100000000,49.46,86.3,フルッタフルッタ,食料品
2587,2022/12,1783349000000,1060104000000,965220000000,594773000000,57996000000,64752000000,3123.69,54.1,サントリー食品インターナショナル,食料品
2588,2022/03,73084000000,14297000000,14281000000,5985000000,-,-,487.39,19.5,プレミアムウォーターHD,食料品
2590,2023/01,164204000000,84067000000,84967000000,86717000000,-,7675000000,5327.63,50.9,ダイドーグループHD,食料品
2593,2022/04,328359000000,163012000000,162664000000,131105000000,2897000000,58917000000,1832.51,49.2,伊藤園,食料品
2594,2022/03,43429000000,30481000000,32509000000,25317000000,82000000,-,1410.71,69.5,キーコーヒー,食料品
2597,2022/12,13914523000,5817959000,5817980000,105555000,725000000,2556250000,435.28,41.8,ユニカフェ,食料品
2599,2022/03,22178682000,7291864000,6918014000,6281438000,500000000,8710274000,1511.93,32.9,ジャパンフーズ,食料品
2602,2022/03,344506000000,164314000000,144305000000,110379000000,35370000000,38195000000,4820.44,45.3,日清オイリオグループ,食料品
2607,2022/03,416617000000,189495000000,182864000000,159664000000,44518000000,49251000000,2168.12,44.7,不二製油G,食料品
2612,2022/03,39361000000,31150000000,30277000000,26423000000,-,-,3385.58,79.1,かどや製油,食料品
2613,2022/03,161700000000,94523000000,89958000000,49137000000,12300000000,5850000000,2846.3,58.2,J-オイルミルズ,食料品
2651,2022/02,1337245000000,278473000000,265327000000,161299000000,47072000000,160000000000,2726.96,20.4,ローソン,小売業
2652,2022/09,16672218000,8374338000,8374159000,6552218000,2666200000,2731862000,1264.1,50.2,まんだらけ,小売業
2653,2022/02,157896000000,42043000000,41971000000,26465000000,8600000000,19298000000,1211.88,26.6,イオン九州,小売業
2654,2022/03,8645652000,6226188000,6062993000,4080591000,16840000,-,459.57,71.6,アスモ,卸売業
2656,2022/03,976951000,693873000,693873000,-1637608000,-,-,49.99,71.0,ベクター,小売業
2659,2023/02,172304000000,137403000000,133910000000,130759000000,-,-,4336.32,77.8,サンエー,小売業
2664,2022/03,191721000000,104649000000,104524000000,81008000000,-,13719000000,4682.62,54.5,カワチ薬品,小売業
2666,2022/03,7576160000,3453223000,3452747000,847026000,400000000,1584000000,238.96,45.6,オートウェーブ,小売業
2667,2022/09,3222520000,2633115000,2609340000,-1447113000,50000000,29315000,243.2,81.0,イメージワン,卸売業
2668,2022/02,7748912000,3990153000,3985631000,3487731000,-,561999000,586.41,51.5,タビオ,卸売業
2669,2022/02,31761506000,24449273000,24198429000,21030940000,-,-,2527.9,77.0,カネ美食品,小売業
2670,2022/02,317720000000,284881000000,272176000000,228162000000,1350000000,-,3432.29,89.2,エービーシー・マート,小売業
2673,2022/03,3450121000,2198812000,2104812000,1421586000,563526000,426708000,217.15,63.7,夢みつけ隊,小売業
2674,2022/03,18736031000,13750184000,13050480000,9516445000,1760000000,-,986.56,73.1,ハードオフコーポレーション,小売業
2676,2022/03,20593665000,15025650000,14561372000,13377593000,-,-,1680.73,72.9,高千穂交易,卸売業
2678,2022/05,188024000000,57271000000,56838000000,21452000000,380000000,10131000000,582.43,30.2,アスクル,小売業
2681,2022/03,174375000000,77193000000,76887000000,64523000000,-,52050000000,1811.82,44.1,ゲオHD,小売業
2683,2022/02,2151233000,834266000,820587000,480158000,50000000,136110000,326.69,38.8,魚喜,小売業
2685,2023/02,111392000000,60762000000,58555000000,55968000000,197000000,554000000,1309.95,53.3,アダストリア,小売業
2686,2022/02,43318000000,2281000000,2399000000,-9940000000,19300000000,1477000000,53.26,5.2,ジーフット,小売業
2687,2022/02,9406646000,2834222000,2828680000,1589084000,1550000000,2799816000,574.15,30.1,シー・ヴイ・エス・ベイエリア,小売業
2689,2022/06,39968672000,9093306000,8916919000,8369369000,220000000,55000000,1513.91,22.8,オルバヘルスケアHD,卸売業
2692,2022/03,236668000000,95249000000,85459000000,73484000000,-,-,7505.15,40.2,伊藤忠食品,卸売業
2693,2022/12,13663971000,7794508000,7473733000,4172467000,-,2351824000,667.39,56.7,YKT,卸売業
2694,2022/03,16273879000,7216854000,7176991000,984783000,300000000,2716209000,30.56,44.1,焼肉坂井HD,小売業
2695,2022/10,109621000000,58967000000,48064000000,40265000000,-,-,1264.53,45.8,くら寿司,小売業
2700,2022/12,29382056000,11337760000,10723659000,10102883000,4233397000,2808005000,6804.36,37.5,木徳神糧,卸売業
2702,2022/12,277365000000,206724000000,210815000000,144580000000,-,-,1554.8,74.5,日本マクドナルドHD,小売業
2705,2022/03,9809000000,3415000000,3251000000,-2548000000,-,1640000000,461.25,34.0,大戸屋HD,小売業
2706,2022/02,10651381000,9690042000,9687178000,5260056000,-,-,1107.78,91.0,ブロッコリー,小売業
2708,2022/03,17674000000,2777000000,2231000000,1832000000,2323000000,3020000000,749.99,15.7,久世,卸売業
2715,2022/03,115332000000,59645000000,57079000000,52296000000,403000000,-,1456.64,51.7,エレマテック,卸売業
2721,2022/12,515668000,479333000,451933000,-366004000,-,-,71.53,87.6,ジェイHD,卸売業
2722,2022/05,7378271000,2504647000,2470143000,1401804000,800000000,1044007000,321.93,33.5,IKHD,小売業
2726,2022/02,93728000000,47389000000,47430000000,41943000000,250000000,5794000000,1077.48,50.5,パルグループHD,小売業
2729,2022/03,52295000000,24306000000,23449951000,20327061000,4274830000,6955643000,1841.28,44.5,JALUX,卸売業
2730,2022/03,377970000000,199480000000,204993000000,118175000000,160000000,26852000000,1950.13,52.8,エディオン,小売業
2733,2022/03,271315000000,96172000000,92848000000,59871000000,19147000000,10869000000,5631.3,35.4,あらた,卸売業
2734,2022/11,188417000000,73355000000,69902000000,38076000000,5944000000,38862000000,1128.67,38.2,サーラコーポレーション,小売業
2735,2022/08,25600554000,11931019000,11870213000,10214752000,-,2311910000,878.58,46.6,ワッツ,小売業
2736,2022/08,6949377000,1287879000,1217475000,-170731000,1330000000,1458202000,1059.09,17.9,フェスタリアHD,小売業
2737,2022/03,116990000000,39364000000,36838000000,34786000000,9500000000,-,5673.82,33.0,トーメンデバイス,卸売業
2742,2022/02,87266000000,49400000000,49278000000,38579000000,-,9431000000,2306.85,56.5,ハローズ,小売業
2743,2022/12,808731000,127856000,141115000,-6997357000,527000000,-,3.06,15.8,ピクセルカンパニーズ,卸売業
2747,2022/02,18653965000,5248080000,5226144000,4235060000,4950000000,1663758000,4152.12,28.1,北雄ラッキー,小売業
2749,2022/03,34274814000,11975452000,12063393000,9117409000,-,12816466000,136.91,34.9,JPHD,サービス業
2750,2022/03,30846952000,12753969000,9632356000,8214276000,4120000000,2425560000,1305.45,32.6,石光商事,卸売業
2751,2022/04,18826000000,12883000000,11494000000,11150000000,250000000,173000000,965.11,61.1,テンポスHD,卸売業
2752,2022/12,21529000000,580000000,540000000,-3910000000,3655000000,8687000000,12.87,2.6,フジオフードG,小売業
2753,2023/03,24865000000,20066000000,20066000000,15168000000,300000000,-,2930.06,80.7,あみやき亭,小売業
2754,2022/03,7079603000,4799662000,4750450000,4339542000,844157000,-,981.84,67.1,東葛HD,小売業
2760,2022/03,107801000000,32018000000,30463000000,24262000000,14521000000,9963000000,3127.06,28.7,東京エレクトロンデバイス,卸売業
2761,2022/05,44589955000,38137226000,37914529000,44723496000,-,-,4797.8,85.4,トシン・グループ,卸売業
2762,2022/06,2311000000,559000000,542000000,-439000000,-,200000000,29.44,24.0,SANKO MARKETING FOODS,小売業
2763,2022/03,34265000000,18505000000,18504000000,17253000000,-,-,598.02,54.0,エフティグループ,卸売業
2764,2022/03,22804430000,5387461000,5274789000,-417354000,-,14023881000,75.87,23.5,ひらまつ,小売業
2767,2022/03,70001000000,31551000000,30349000000,16771000000,1202000000,6530000000,469.69,43.4,円谷フィールズHD,卸売業
2768,2022/03,2661680000000,763878000000,728012000000,314913000000,231216000000,821508000000,3153.9,27.4,双日,卸売業
2769,2022/05,24718000000,7730000000,7728000000,1590000000,149000000,6852000000,982.73,31.2,ヴィレッジヴァンガードコーポレーション,小売業
2773,2022/03,16745914000,11158697000,10110719000,9485003000,-,-,1665.2,64.2,ミューチュアル,機械
2776,2023/01,1995000000,1254000000,1214180000,-4190757000,8901000,246117000,38.13,60.9,新都HD,卸売業
2777,2022/12,9871813000,5835788000,5835788000,5104276000,-,671099000,1538.12,59.1,カッシーナ・イクスシー,卸売業
2778,2023/02,8769000000,1245000000,1232342000,-1111874000,2350000000,-,102.46,14.1,パレモHD,小売業
2780,2022/03,39667287000,20700786000,20273902000,16640745000,8360000000,3429894000,1865.42,51.5,コメ兵HD,小売業
2782,2022/03,122699000000,92458000000,92476000000,91518000000,-,-,1228.86,75.4,セリア,小売業
2784,2022/03,1303991000000,471835000000,427504000000,352015000000,48000000,-,2330.35,36.2,アルフレッサHD,卸売業
2788,2022/12,15957018000,7950243000,7439317000,2947613000,3310000000,2304375000,577.88,46.8,アップルインターナショナル,卸売業
2789,2023/02,5300000000,1335000000,1327035000,-63867000,87500000,2221526000,220.9,25.0,カルラ,小売業
2790,2022/03,233075000000,157763000000,157679000000,152268000000,19585000000,108000000,5523.38,67.7,ナフコ,小売業
2791,2022/05,81930000000,46802000000,46514000000,43909000000,2587000000,4095000000,3348.81,56.9,大黒天物産,小売業
2792,2022/05,46579272000,37754392000,36202242000,28725620000,-,-,1354.79,81.1,ハニーズHD,小売業
2795,2022/03,8703054000,6493494000,6509045000,5990852000,-,-,1233.85,74.6,日本プリメックス,卸売業
2796,2022/05,23746000000,6699000000,6405000000,3811000000,-,5603000000,684.19,26.9,ファーマライズHD,サービス業
2798,2022/02,4905015000,-94273000,-94405000,-145819000,1074649000,1600282000,-31.17,-1.9,ワイズテーブルコーポレーション,小売業
2801,2022/03,503061000000,363907000000,357816000000,297116000000,4503000000,13000000000,1868.13,71.1,キッコーマン,食料品
2802,2022/03,1457060000000,739744000000,686909000000,616286000000,8219000000,131650000000,1280.5,47.1,味の素,食料品
2804,2022/03,29763198000,20139713000,18159238000,15354734000,30000000,502802000,1509.03,67.7,ブルドックソース,食料品
2805,2022/03,128984000000,59903000000,56288000000,52140000000,18434000000,14647000000,4843.27,46.4,ヱスビー食品,食料品
2806,2022/03,24481000000,21185000000,20767000000,21903000000,-,-,3048.89,86.5,ユタカフーズ,食料品
2809,2022/11,403384000000,294623000000,250413000000,203515000000,3058000000,16070000000,1925.53,66.4,キユーピー,食料品
2810,2022/03,382021000000,298567000000,237762000000,208969000000,4149000000,177000000,2700.99,70.4,ハウス食品G,食料品
2811,2022/12,225372000000,121792000000,119071000000,90708000000,34604000000,-,1383.49,52.8,カゴメ,食料品
2812,2022/03,21978578000,19334442000,18890246000,13028170000,500000000,-,1628.26,88.0,焼津水産化学工業,食料品
2813,2022/03,8855625000,4144745000,3914016000,1345367000,1100000000,1157880000,5035.8,46.8,和弘食品,食料品
2814,2022/03,20317930000,18740265000,17981914000,13277384000,670000000,-,2984.7,92.1,佐藤食品工業,食料品
2815,2022/03,119964026000,106338971000,98624817000,85606123000,-,-,3312.02,87.9,アリアケジャパン,食料品
2816,2022/03,15664000000,8949000000,8878000000,7742000000,-,-,926.99,57.1,ダイショー,食料品
2818,2022/03,9179612000,5530586000,5530352000,3783364000,1350000000,256667000,915.61,60.2,ピエトロ,食料品
2819,2022/03,41304000000,29082000000,28526000000,26927000000,-,-,2951.12,70.4,エバラ食品工業,食料品
2820,2022/06,13414238000,7685363000,7675478000,5211472000,200000000,2357169000,1101.71,57.2,やまみ,食料品
2830,2022/11,17685074000,13100649000,12890046000,10769604000,500000000,1070740000,1588.35,74.1,アヲハタ,食料品
2831,2022/03,61231564000,34930790000,30851480000,30630426000,-,3198853000,3711.85,57.0,はごろもフーズ,食料品
2871,2022/03,427606000000,217903000000,196494000000,172369000000,13490000000,19882000000,1630.83,49.4,ニチレイ,食料品
2872,2022/02,2091420000,1098470000,1076700000,891849000,340000000,-,895.88,52.5,セイヒョー,食料品
2874,2022/09,179021000000,85170000000,79157000000,50740000000,13093000000,29727000000,1422.81,46.8,横浜冷凍,卸売業
2875,2022/03,454670000000,367145000000,335901000000,302223000000,378000000,-,3474.88,78.1,東洋水産,食料品
2876,2022/03,10629678000,5966622000,5954373000,3772265000,-,470000000,655.31,56.1,デルソーレ,食料品
2877,2022/03,38578204000,15224728000,14796831000,11618480000,3282380000,4866590000,1231.3,38.6,日東ベスト,食料品
2882,2022/02,20514000000,7805000000,7779000000,3816000000,991000000,2127000000,767.04,38.0,イートアンドHD,食料品
2883,2022/03,11523242000,8670188000,8665953000,6269268000,-,-,1467.12,75.2,大冷,食料品
2884,2022/02,23743529000,8314748000,6181879000,3115502000,738181000,8354612000,265.39,26.6,ヨシムラ・フードHD,サービス業
